,name,company,year,Price,kms_driven,fuel_type,transmission
3186,Hyundai Xcent,Hyundai,2015,471000,41025,Petrol,Automatic
3187,Maruti Swift,Maruti,2019,650000,5000,Diesel,Manual
3188,Maruti Swift,Maruti,2019,650000,5000,Diesel,Manual
3189,Hyundai EON,Hyundai,2012,225000,53122,Petrol,Manual
3190,Maruti Alto,Maruti,2013,245000,64111,CNG,Manual
3191,Maruti Ritz,Maruti,2011,221000,78892,Petrol,Manual
3192,Hyundai i20,Hyundai,2011,271000,74113,Petrol,Manual
3193,Maruti Wagon,Maruti,2012,290000,80000,Petrol,Manual
3194,Maruti Swift,Maruti,2017,525000,39000,Petrol,Manual
3195,Volkswagen Vento,Volkswagen,2012,377000,84775,Petrol,Manual
3196,Tata Nano,Tata,2012,95000,20778,Petrol,Manual
3197,Maruti Ertiga,Maruti,2015,763000,64441,Diesel,Manual
3198,Honda Amaze,Honda,2015,450000,43192,Petrol,Manual
3199,Tata Nano,Tata,2014,140000,44416,Petrol,Manual
3200,Maruti Ciaz,Maruti,2016,701000,79991,Diesel,Manual
3201,Nissan Micra,Nissan,2011,277000,62601,Diesel,Manual
3202,Maruti Baleno,Maruti,2018,520000,50000,Petrol,Automatic
3203,Ford Figo,Ford,2017,550000,100000,Diesel,Manual
3204,Volkswagen Vento,Volkswagen,2011,260000,97000,Diesel,Manual
3205,Renault Pulse,Renault,2015,420000,100000,Diesel,Manual
3206,OpelCorsa 1.4,OpelCorsa,2002,35000,100000,Petrol,Manual
3207,Mahindra XUV500,Mahindra,2018,1150000,20000,Diesel,Manual
3208,Maruti Ciaz,Maruti,2017,680000,46000,Petrol,Manual
3209,Maruti Swift,Maruti,2012,425000,40000,Diesel,Manual
3210,Maruti Swift,Maruti,2014,450000,70000,Diesel,Manual
3211,Toyota Innova,Toyota,2008,590000,89600,Diesel,Manual
3212,Volkswagen Jetta,Volkswagen,2017,936999,60800,Petrol,Manual
3213,Honda Mobilio,Honda,2015,420000,104000,Diesel,Manual
3214,Volkswagen Polo,Volkswagen,2014,450000,80000,Diesel,Manual
3215,Maruti 800,Maruti,2004,40000,69111,Petrol,Manual
3216,Toyota Innova,Toyota,2014,520000,70000,Diesel,Manual
3217,Maruti 800,Maruti,2007,80000,120000,Petrol,Manual
3218,Tata Nano,Tata,2014,55000,40000,Petrol,Manual
3219,Mahindra Bolero,Mahindra,2001,80000,100000,Diesel,Manual
3220,Maruti Alto,Maruti,2019,210000,20000,Petrol,Manual
3221,Ford Figo,Ford,2015,300000,50000,Petrol,Manual
3222,Tata Tiago,Tata,2017,260000,50000,Diesel,Manual
3223,Tata Zest,Tata,2016,250000,70000,Diesel,Manual
3224,Tata Indica,Tata,2008,80000,90000,Diesel,Manual
3225,Toyota Innova,Toyota,2010,450000,150000,Diesel,Manual
3226,Toyota Innova,Toyota,2005,310000,120000,Diesel,Manual
3227,Toyota Innova,Toyota,2012,500000,100000,Diesel,Manual
3228,Maruti Ertiga,Maruti,2016,800000,70000,Diesel,Manual
3229,Hyundai Creta,Hyundai,2016,840000,70000,Diesel,Manual
3230,Honda Amaze,Honda,2016,490000,50000,Petrol,Manual
3231,Tata Indica,Tata,2010,125000,81000,Diesel,Manual
3232,Chevrolet Tavera,Chevrolet,2012,400000,120000,Diesel,Manual
3233,Chevrolet Cruze,Chevrolet,2015,1000000,3600,Diesel,Manual
3234,Ford Figo,Ford,2015,530000,14272,Petrol,Manual
3235,Ford EcoSport,Ford,2017,840000,49213,Diesel,Manual
3236,Hyundai i10,Hyundai,2015,229999,40000,Petrol,Manual
3237,Maruti 800,Maruti,1998,40000,40000,Petrol,Manual
3238,Chevrolet Spark,Chevrolet,2012,130000,80000,Petrol,Manual
3239,Hyundai EON,Hyundai,2015,200000,70000,Petrol,Manual
3240,Tata Indica,Tata,2011,120000,70000,Diesel,Manual
3241,Hyundai Santro,Hyundai,2003,75000,57000,Petrol,Manual
3242,Tata Bolt,Tata,2016,250000,120000,Diesel,Manual
3243,Maruti 800,Maruti,2005,100000,30000,Petrol,Manual
3244,Hyundai EON,Hyundai,2013,280000,3240,Petrol,Manual
3245,Hyundai i20,Hyundai,2015,540000,5000,Petrol,Manual
3246,Hyundai i20,Hyundai,2018,700000,10000,Petrol,Manual
3247,Ford Figo,Ford,2014,350000,90000,Petrol,Manual
3248,Maruti SX4,Maruti,2011,320000,100000,Diesel,Manual
3249,Honda Amaze,Honda,2016,475000,90000,Diesel,Manual
3250,Tata Manza,Tata,2011,220000,140000,Diesel,Manual
3251,Nissan Micra,Nissan,2013,210000,13770,Diesel,Manual
3252,Ford Ikon,Ford,2005,61000,4637,Petrol,Manual
3253,Skoda Superb,Skoda,2009,355000,100000,Diesel,Automatic
3254,Chevrolet Beat,Chevrolet,2012,150000,60000,Diesel,Manual
3255,Tata Indica,Tata,2011,133000,80000,Diesel,Manual
3256,Chevrolet Cruze,Chevrolet,2015,650000,50000,Diesel,Automatic
3257,Nissan Micra,Nissan,2014,210000,40000,Petrol,Manual
3258,Chevrolet Beat,Chevrolet,2013,130000,93900,Diesel,Manual
3259,Maruti 800,Maruti,2007,60000,70000,Petrol,Manual
3260,Mahindra Scorpio,Mahindra,2005,120000,120000,Diesel,Manual
3261,BMW 5,BMW,2017,2900000,40000,Diesel,Automatic
3262,Hyundai Accent,Hyundai,2005,100000,120000,Diesel,Manual
3263,Maruti Zen,Maruti,2004,79000,80000,Petrol,Manual
3264,Chevrolet Beat,Chevrolet,2012,120000,110000,Diesel,Manual
3265,Maruti Zen,Maruti,2005,125000,34000,Petrol,Manual
3266,Chevrolet Enjoy,Chevrolet,2013,425000,20000,Diesel,Manual
3267,Maruti Wagon,Maruti,2001,70000,117000,Petrol,Manual
3268,Maruti Swift,Maruti,2020,619000,1500,Petrol,Manual
3269,Nissan Micra,Nissan,2017,415000,48965,Petrol,Manual
3270,Hyundai EON,Hyundai,2014,265000,55000,Petrol,Manual
3271,Tata Indica,Tata,2008,70000,60000,Petrol,Manual
3272,Chevrolet Sail,Chevrolet,2015,281000,40000,Diesel,Manual
3273,Tata Indigo,Tata,2013,211000,80000,Diesel,Manual
3274,Hyundai Elite,Hyundai,2018,550000,11000,Petrol,Manual
3275,Chevrolet Enjoy,Chevrolet,2014,350000,110000,Diesel,Manual
3276,Maruti Wagon,Maruti,2017,420000,19890,Petrol,Automatic
3277,Renault KWID,Renault,2015,270000,20969,Petrol,Manual
3278,Maruti Celerio,Maruti,2016,399000,20194,Petrol,Manual
3279,Ford Figo,Ford,2016,440000,34982,Petrol,Manual
3280,Hyundai EON,Hyundai,2012,250000,44588,Petrol,Manual
3281,Ford Ecosport,Ford,2016,650000,57904,Diesel,Manual
3282,Maruti Alto,Maruti,2015,270000,59258,Petrol,Manual
3283,Ford Figo,Ford,2016,390000,60826,Petrol,Manual
3284,Mahindra XUV500,Mahindra,2018,1500000,50000,Diesel,Manual
3285,Maruti 800,Maruti,2014,225000,35000,Petrol,Manual
3286,Mahindra XUV500,Mahindra,2015,900000,110000,Diesel,Manual
3287,Hyundai Tucson,Hyundai,2018,1600000,40000,Diesel,Automatic
3288,Tata Nexon,Tata,2019,800000,10000,Petrol,Manual
3289,Honda Amaze,Honda,2013,320000,50000,Diesel,Manual
3290,Maruti Alto,Maruti,2016,300000,25000,Petrol,Manual
3291,Hyundai i20,Hyundai,2018,740000,25000,Petrol,Manual
3292,Datsun RediGO,Datsun,2019,350000,1300,Petrol,Manual
3293,Datsun GO,Datsun,2014,280000,40000,Petrol,Manual
3294,Maruti Swift,Maruti,2018,675000,50000,Diesel,Automatic
3295,Hyundai i10,Hyundai,2011,300000,20000,Petrol,Manual
3296,Chevrolet Captiva,Chevrolet,2011,400000,76000,Diesel,Manual
3297,Mahindra Scorpio,Mahindra,2010,420000,100000,Diesel,Manual
3298,Tata New,Tata,2008,300000,120000,Diesel,Manual
3299,Maruti Wagon,Maruti,2010,170000,70000,Petrol,Manual
3300,Hyundai EON,Hyundai,2014,210000,70000,Petrol,Manual
3301,Maruti Ertiga,Maruti,2015,600000,60000,Diesel,Manual
3302,Maruti Wagon,Maruti,2014,260000,38000,Petrol,Manual
3303,Tata Nano,Tata,2015,82000,19000,Petrol,Manual
3304,Mahindra TUV,Mahindra,2016,690000,75000,Diesel,Manual
3305,Hyundai Grand,Hyundai,2015,300000,70000,Diesel,Manual
3306,Honda BRV,Honda,2017,1250000,30000,Diesel,Manual
3307,Hyundai Verna,Hyundai,2017,799000,31707,Diesel,Manual
3308,Toyota Fortuner,Toyota,2010,1000000,180000,Diesel,Manual
3309,Maruti Alto,Maruti,2014,190000,90000,Petrol,Manual
3310,Mahindra Verito,Mahindra,2014,250000,30000,Diesel,Manual
3311,Hyundai Verna,Hyundai,2009,200000,60000,Petrol,Manual
3312,Mahindra Bolero,Mahindra,2005,300000,90000,Diesel,Manual
3313,Tata Zest,Tata,2015,250000,120000,Petrol,Manual
3314,Maruti 800,Maruti,2008,90000,70000,Petrol,Manual
3315,Hyundai Santro,Hyundai,2001,68000,70000,Petrol,Manual
3316,Hyundai Grand,Hyundai,2017,500000,26500,Petrol,Manual
3317,Hyundai Verna,Hyundai,2017,900000,50000,Diesel,Manual
3318,Maruti Alto,Maruti,2007,100000,52000,Petrol,Manual
3319,Renault Duster,Renault,2016,700000,160000,Diesel,Manual
3320,Volvo XC60,Volvo,2012,1750000,115992,Diesel,Automatic
3321,Maruti Wagon,Maruti,2017,290000,110000,Petrol,Manual
3322,Toyota Innova,Toyota,2014,1050000,97000,Diesel,Manual
3323,Tata Indigo,Tata,2008,70000,100000,Diesel,Manual
3324,Maruti Swift,Maruti,2016,520000,41000,Diesel,Manual
3325,Tata Indigo,Tata,2012,150000,90000,Diesel,Manual
3326,Hyundai i10,Hyundai,2008,120000,90000,Petrol,Manual
3327,Hyundai i20,Hyundai,2016,600000,25000,Petrol,Manual
3328,Tata Xenon,Tata,2010,150000,70000,Diesel,Manual
3329,Volkswagen Vento,Volkswagen,2011,400000,60000,Petrol,Manual
3330,Maruti Alto,Maruti,2015,310000,30000,Petrol,Manual
3331,Maruti Baleno,Maruti,2015,550000,30000,Petrol,Manual
3332,Hyundai i20,Hyundai,2016,550000,60000,Diesel,Manual
3333,Hyundai Grand,Hyundai,2013,320000,73000,Diesel,Manual
3334,Maruti 800,Maruti,1992,50000,100000,Petrol,Manual
3335,Hyundai Grand,Hyundai,2018,500000,32000,Petrol,Manual
3336,Renault KWID,Renault,2018,360000,26500,Petrol,Manual
3337,Maruti Vitara,Maruti,2017,700000,50000,Diesel,Manual
3338,Maruti Ertiga,Maruti,2012,700000,110000,Diesel,Manual
3339,Hyundai i20,Hyundai,2017,655000,84000,Diesel,Manual
3340,Maruti Vitara,Maruti,2017,700000,50000,Diesel,Manual
3341,Chevrolet Beat,Chevrolet,2011,200000,110000,LPG,Manual
3342,Renault Duster,Renault,2012,375000,150000,Diesel,Manual
3343,Hyundai Verna,Hyundai,2012,470000,109052,Diesel,Manual
3344,Maruti Ciaz,Maruti,2015,550000,90658,Diesel,Manual
3345,Honda Amaze,Honda,2014,500000,110000,Diesel,Manual
3346,Datsun GO,Datsun,2015,210000,25000,Petrol,Manual
3347,Maruti Eeco,Maruti,2018,270000,20000,Petrol,Manual
3348,Skoda Superb,Skoda,2010,300000,80000,Petrol,Manual
3349,Maruti Wagon,Maruti,2007,80000,60000,Petrol,Manual
3350,Mercedes-Benz E-Class,Mercedes-Benz,2013,1451000,81000,Diesel,Automatic
3351,Tata Safari,Tata,2018,1085000,15000,Diesel,Manual
3352,Hyundai Verna,Hyundai,2009,245000,75000,Diesel,Automatic
3353,Honda WR-V,Honda,2017,700000,25552,Petrol,Manual
3354,Hyundai EON,Hyundai,2018,300000,20000,Petrol,Manual
3355,Hyundai Xcent,Hyundai,2017,350000,80000,Diesel,Manual
3356,Hyundai Elite,Hyundai,2017,635000,25000,Petrol,Automatic
3357,Honda City,Honda,2012,325000,40700,Petrol,Manual
3358,Mahindra XUV500,Mahindra,2017,1150000,65500,Diesel,Automatic
3359,Tata Indigo,Tata,2008,110000,42000,Petrol,Manual
3360,Honda City,Honda,2018,890000,8000,Petrol,Manual
3361,Maruti Swift,Maruti,2007,73000,80000,Petrol,Manual
3362,Chevrolet Beat,Chevrolet,2014,170000,77000,Petrol,Manual
3363,Maruti Ciaz,Maruti,2016,750000,6000,Petrol,Manual
3364,Hyundai EON,Hyundai,2017,280000,28838,Petrol,Manual
3365,Maruti Baleno,Maruti,2018,690000,11174,Petrol,Manual
3366,Tata Indigo,Tata,2008,130000,120000,Petrol,Manual
3367,Maruti Swift,Maruti,2007,73000,80000,Petrol,Manual
3368,Hyundai Santro,Hyundai,2007,85000,85000,Petrol,Manual
3369,Hyundai Elantra,Hyundai,2018,1575000,10000,Petrol,Automatic
3370,Nissan Sunny,Nissan,2013,325000,105000,Diesel,Manual
3371,Honda City,Honda,1998,85000,120000,Petrol,Manual
3372,Hyundai Verna,Hyundai,2018,860000,30000,Diesel,Manual
3373,Maruti S-Cross,Maruti,2017,690000,41000,Diesel,Manual
3374,Hyundai Elantra,Hyundai,2013,650000,54000,Diesel,Manual
3375,Chevrolet Sail,Chevrolet,2014,375000,40000,Diesel,Manual
3376,Hyundai Verna,Hyundai,2013,525000,71000,Diesel,Manual
3377,Maruti Eeco,Maruti,2016,330000,72500,Petrol,Manual
3378,Maruti Eeco,Maruti,2013,280000,76600,Petrol,Manual
3379,Maruti Swift,Maruti,2014,470000,40000,Petrol,Manual
3380,Volkswagen Polo,Volkswagen,2011,350000,110000,Diesel,Manual
3381,Honda City,Honda,2012,480000,63000,Petrol,Manual
3382,Hyundai Verna,Hyundai,2016,620000,60000,Diesel,Manual
3383,Datsun GO,Datsun,2014,250000,58000,Petrol,Manual
3384,Chevrolet Spark,Chevrolet,2010,78692,80000,Petrol,Manual
3385,Hyundai i20,Hyundai,2012,350000,80000,Diesel,Manual
3386,Maruti Wagon,Maruti,2013,250000,70000,Petrol,Manual
3387,Hyundai i20,Hyundai,2011,260000,97700,Petrol,Manual
3388,Honda Mobilio,Honda,2016,640000,36000,Diesel,Manual
3389,Tata New,Tata,2008,220000,90000,Diesel,Manual
3390,Volkswagen Vento,Volkswagen,2015,465000,130000,Diesel,Manual
3391,Maruti Swift,Maruti,2010,229999,120000,Diesel,Manual
3392,Maruti Wagon,Maruti,2018,425000,15000,Petrol,Manual
3393,Tata Indica,Tata,2008,95000,120000,Petrol,Manual
3394,Hyundai EON,Hyundai,2012,170000,170000,LPG,Manual
3395,Datsun RediGO,Datsun,2016,229999,37500,Petrol,Manual
3396,Maruti 800,Maruti,1999,45000,50000,Petrol,Manual
3397,Maruti Grand,Maruti,2007,479000,145000,Petrol,Manual
3398,Mahindra KUV,Mahindra,2016,370000,60000,Petrol,Manual
3399,Hyundai EON,Hyundai,2016,340000,30000,Petrol,Manual
3400,Maruti Swift,Maruti,2016,620000,35000,Petrol,Manual
3401,Tata Manza,Tata,2012,270000,60000,Diesel,Manual
3402,Tata Tiago,Tata,2018,400000,35000,Diesel,Manual
3403,Maruti Wagon,Maruti,2015,260000,40000,Petrol,Manual
3404,Hyundai Santro,Hyundai,2003,48000,50000,Petrol,Manual
3405,Tata Nano,Tata,2015,100000,23800,Petrol,Manual
3406,Nissan Terrano,Nissan,2015,490000,70000,Diesel,Manual
3407,Maruti Wagon,Maruti,2010,120000,90000,LPG,Manual
3408,Hyundai i10,Hyundai,2008,125000,102000,Petrol,Manual
3409,Hyundai EON,Hyundai,2013,160000,80000,Petrol,Manual
3410,Maruti Alto,Maruti,2019,190000,5000,Petrol,Manual
3411,Tata Harrier,Tata,2019,1700000,10000,Diesel,Manual
3412,Hyundai i10,Hyundai,2011,250000,50000,Petrol,Manual
3413,Maruti Ignis,Maruti,2019,500000,15000,Petrol,Manual
3414,Toyota Corolla,Toyota,2008,400000,35000,Petrol,Manual
3415,Fiat Linea,Fiat,2011,500000,20000,Petrol,Manual
3416,Toyota Fortuner,Toyota,2014,1800000,99000,Diesel,Automatic
3417,Honda Civic,Honda,2008,320000,90000,Petrol,Manual
3418,Honda Civic,Honda,2007,250000,47000,Petrol,Automatic
3419,Ford Figo,Ford,2010,105000,90000,Diesel,Manual
3420,Hyundai i20,Hyundai,2018,550000,20000,Petrol,Manual
3421,Hyundai Grand,Hyundai,2019,600000,1100,Petrol,Automatic
3422,Maruti Alto,Maruti,2020,210000,40000,Petrol,Manual
3423,Maruti Alto,Maruti,2012,210000,15000,Petrol,Manual
3424,Maruti Alto,Maruti,2009,150000,40000,Petrol,Manual
3425,Hyundai i10,Hyundai,2008,125000,60000,Petrol,Manual
3426,Maruti Celerio,Maruti,2016,380000,20000,Petrol,Manual
3427,Maruti Baleno,Maruti,2019,600000,5000,Petrol,Manual
3428,Maruti Swift,Maruti,2016,490000,27000,Petrol,Manual
3429,Maruti Swift,Maruti,2018,545000,38000,Diesel,Manual
3430,Maruti Wagon,Maruti,2015,250000,25000,Petrol,Manual
3431,Hyundai Venue,Hyundai,2020,1050000,1100,Petrol,Manual
3432,Maruti Wagon,Maruti,2007,100000,100000,Petrol,Manual
3433,Ford Figo,Ford,2014,250000,100000,Diesel,Manual
3434,Maruti Wagon,Maruti,2007,100000,110000,Petrol,Manual
3435,Ford Figo,Ford,2016,350000,60000,Diesel,Manual
3436,Renault Duster,Renault,2012,370000,70000,Diesel,Manual
3437,Maruti Zen,Maruti,2004,121000,110000,Petrol,Manual
3438,Ford Figo,Ford,2017,570000,44077,Petrol,Automatic
3439,Maruti Ertiga,Maruti,2017,785000,24000,Diesel,Manual
3440,Maruti Ciaz,Maruti,2018,850000,30000,Diesel,Manual
3441,Maruti Wagon,Maruti,2016,375000,30000,Petrol,Manual
3442,Maruti Baleno,Maruti,2017,619000,40000,Petrol,Manual
3443,Chevrolet Cruze,Chevrolet,2011,335000,90000,Diesel,Manual
3444,Toyota Innova,Toyota,2006,500000,50000,Diesel,Manual
3445,Maruti Wagon,Maruti,2003,60000,100000,Petrol,Manual
3446,Maruti Zen,Maruti,2010,130000,50000,Petrol,Manual
3447,Mahindra Ingenio,Mahindra,2015,210000,210000,Diesel,Manual
3448,Toyota Innova,Toyota,2019,1900000,20000,Diesel,Manual
3449,Tata Indigo,Tata,2013,270000,70000,Diesel,Manual
3450,Maruti Wagon,Maruti,2010,225000,100000,Petrol,Manual
3451,Maruti SX4,Maruti,2011,150000,160000,Petrol,Manual
3452,Chevrolet Beat,Chevrolet,2013,173000,70000,Diesel,Manual
3453,BMW 5,BMW,2018,4800000,9422,Diesel,Automatic
3454,Volkswagen Vento,Volkswagen,2017,710000,110000,Diesel,Automatic
3455,Toyota Corolla,Toyota,2019,1500000,20000,Petrol,Manual
3456,Maruti Baleno,Maruti,2017,550000,20000,Petrol,Manual
3457,Maruti 800,Maruti,2008,58000,70000,Petrol,Manual
3458,Audi A4,Audi,2012,1200000,60000,Petrol,Automatic
3459,Mahindra Scorpio,Mahindra,2013,500000,150000,Diesel,Manual
3460,Maruti Swift,Maruti,2009,120000,83000,Petrol,Manual
3461,Toyota Innova,Toyota,2012,300000,250000,Diesel,Manual
3462,Hyundai EON,Hyundai,2018,300000,30000,Petrol,Manual
3463,Datsun GO,Datsun,2015,295000,21000,Petrol,Manual
3464,Maruti Ertiga,Maruti,2018,587000,80000,CNG,Manual
3465,Ambassador Grand,Ambassador,2012,430000,50000,Petrol,Manual
3466,Hyundai Verna,Hyundai,2007,123000,50000,Petrol,Manual
3467,Skoda Laura,Skoda,2012,450000,48500,Diesel,Automatic
3468,Maruti Wagon,Maruti,2007,130000,60000,Petrol,Manual
3469,Tata Indica,Tata,2010,110000,90000,Diesel,Manual
3470,Mahindra Xylo,Mahindra,2010,200000,240000,Diesel,Manual
3471,Hyundai Grand,Hyundai,2015,320000,70000,Petrol,Manual
3472,Maruti Wagon,Maruti,2014,300000,50000,Petrol,Manual
3473,Volkswagen CrossPolo,Volkswagen,2016,350000,110000,Petrol,Manual
3474,Maruti Ertiga,Maruti,2018,800000,50000,Petrol,Manual
3475,Hyundai Xcent,Hyundai,2016,270000,175000,Diesel,Manual
3476,Hyundai i20,Hyundai,2017,540000,60000,Petrol,Manual
3477,Maruti Wagon,Maruti,2011,160000,60000,CNG,Manual
3478,Maruti SX4,Maruti,2013,340000,100000,Diesel,Manual
3479,Maruti Eeco,Maruti,2017,350000,40000,Petrol,Manual
3480,Volkswagen Vento,Volkswagen,2011,300000,100000,Diesel,Manual
3481,Maruti Ritz,Maruti,2013,330000,63000,Diesel,Manual
3482,Maruti Wagon,Maruti,2016,325000,80000,CNG,Manual
3483,Maruti Swift,Maruti,2013,250000,55000,Diesel,Manual
3484,Maruti Swift,Maruti,2013,250000,55000,Diesel,Manual
3485,Chevrolet Beat,Chevrolet,2015,240000,60000,Petrol,Manual
3486,Hyundai Grand,Hyundai,2020,545000,5000,Petrol,Manual
3487,Hyundai i10,Hyundai,2015,300000,48000,Petrol,Manual
3488,Chevrolet Beat,Chevrolet,2010,130000,80000,Petrol,Manual
3489,Renault KWID,Renault,2017,240000,50000,Petrol,Manual
3490,Renault KWID,Renault,2018,360000,15000,Petrol,Manual
3491,Hyundai i20,Hyundai,2012,250000,70000,Diesel,Manual
3492,Skoda Laura,Skoda,2019,475000,105000,Diesel,Automatic
3493,Hyundai i20,Hyundai,2016,600000,50000,Diesel,Manual
3494,Tata Indigo,Tata,2010,150000,80000,Diesel,Manual
3495,Ford EcoSport,Ford,2017,700000,50000,Diesel,Manual
3496,Mahindra XUV500,Mahindra,2016,1290000,5000,Diesel,Manual
3497,Hyundai Santro,Hyundai,2004,80000,58000,Petrol,Manual
3498,Hyundai Grand,Hyundai,2015,425000,12000,Petrol,Manual
3499,Maruti Celerio,Maruti,2018,500000,10000,Petrol,Automatic
3500,Hyundai Santro,Hyundai,2012,193000,45000,Petrol,Manual
3501,Honda City,Honda,2015,800000,10000,Petrol,Manual
3502,Maruti Wagon,Maruti,2008,150000,50000,Petrol,Manual
3503,Maruti 800,Maruti,2002,80000,40000,Petrol,Manual
3504,Ford Figo,Ford,2010,130000,100000,Diesel,Manual
3505,Ford Figo,Ford,2012,280000,80000,Diesel,Manual
3506,Mahindra Xylo,Mahindra,2011,229999,110000,Diesel,Manual
3507,Maruti Zen,Maruti,2008,80000,120000,Petrol,Manual
3508,Tata Nano,Tata,2010,70000,10000,Petrol,Manual
3509,Maruti Ritz,Maruti,2013,240000,60000,Diesel,Manual
3510,Mahindra Xylo,Mahindra,2010,380000,72000,Diesel,Manual
3511,Maruti Ritz,Maruti,2013,240000,60000,Diesel,Manual
3512,Hyundai Santro,Hyundai,2006,80000,110000,Petrol,Manual
3513,Hyundai i10,Hyundai,2013,265000,50000,Petrol,Manual
3514,Hyundai EON,Hyundai,2018,320000,25000,Petrol,Manual
3515,Nissan Terrano,Nissan,2014,500000,120000,Diesel,Manual
3516,Hyundai Creta,Hyundai,2016,1300000,55000,Diesel,Manual
3517,Mahindra Scorpio,Mahindra,2018,1500000,35000,Diesel,Manual
3518,Toyota Innova,Toyota,2016,1800000,110000,Diesel,Automatic
3519,Mahindra XUV500,Mahindra,2014,600000,80000,Diesel,Manual
3520,Tata Tiago,Tata,2018,420000,80000,Petrol,Manual
3521,Maruti Zen,Maruti,2009,140000,120000,Petrol,Manual
3522,Skoda Laura,Skoda,2010,300000,100000,Diesel,Manual
3523,Hyundai Santro,Hyundai,2006,100000,60000,Petrol,Manual
3524,Maruti Alto,Maruti,2017,350000,25000,Petrol,Manual
3525,Ford EcoSport,Ford,2018,850000,19000,Petrol,Manual
3526,Maruti Alto,Maruti,2008,140000,54000,Petrol,Manual
3527,Ford Aspire,Ford,2015,550000,17100,Petrol,Manual
3528,Hyundai Grand,Hyundai,2017,525000,19000,Petrol,Automatic
3529,Ford Ecosport,Ford,2015,470000,146000,Diesel,Manual
3530,Ford Endeavour,Ford,2013,900000,98000,Diesel,Automatic
3531,Ford Endeavour,Ford,2011,500000,224642,Diesel,Manual
3532,Maruti Zen,Maruti,1998,80000,120000,Petrol,Manual
3533,Mahindra Verito,Mahindra,2011,175000,175000,Diesel,Manual
3534,Mahindra XUV500,Mahindra,2017,1350000,15000,Diesel,Automatic
3535,Renault Duster,Renault,2017,800000,50000,Diesel,Manual
3536,Datsun RediGO,Datsun,2017,250000,15000,Petrol,Manual
3537,Maruti Ignis,Maruti,2018,700000,25000,Petrol,Automatic
3538,Tata Nexon,Tata,2019,800000,25000,Diesel,Manual
3539,Mahindra XUV500,Mahindra,2013,660000,69000,Diesel,Manual
3540,Maruti Swift,Maruti,2015,465000,60000,Diesel,Manual
3541,Mahindra Scorpio,Mahindra,2006,180000,222435,Diesel,Manual
3542,Maruti Swift,Maruti,2017,600000,66000,Diesel,Manual
3543,Ford Fiesta,Ford,2010,150000,110000,Petrol,Manual
3544,Hyundai Verna,Hyundai,2014,450000,78000,Diesel,Manual
3545,Hyundai Elite,Hyundai,2019,721000,10000,Petrol,Manual
3546,Maruti Swift,Maruti,2018,300000,35000,Petrol,Manual
3547,Mahindra Scorpio,Mahindra,2019,1000000,10000,Diesel,Manual
3548,Renault KWID,Renault,2016,300000,40000,Petrol,Manual
3549,Mahindra Scorpio,Mahindra,2013,450000,120000,Diesel,Manual
3550,Maruti Esteem,Maruti,1997,79000,70000,Petrol,Automatic
3551,Ford Figo,Ford,2017,545000,40000,Diesel,Manual
3552,Honda Amaze,Honda,2018,844999,20000,Diesel,Manual
3553,Skoda Rapid,Skoda,2016,700000,93000,Diesel,Manual
3554,Toyota Etios,Toyota,2016,650000,159000,Diesel,Manual
3555,Ford Ecosport,Ford,2014,525000,75000,Diesel,Manual
3556,Ford Fiesta,Ford,2006,110000,101100,Diesel,Manual
3557,Tata Indica,Tata,2011,180000,66000,Diesel,Manual
3558,Hyundai i10,Hyundai,2012,280000,30000,Petrol,Manual
3559,Renault KWID,Renault,2019,400000,10000,Petrol,Manual
3560,Mahindra XUV500,Mahindra,2012,625000,126000,Diesel,Manual
3561,Volkswagen Vento,Volkswagen,2015,535000,70000,Diesel,Manual
3562,Maruti Swift,Maruti,2017,459999,50000,Diesel,Manual
3563,Mahindra Bolero,Mahindra,2010,300000,100000,Diesel,Manual
3564,Honda Civic,Honda,2007,280000,60000,Petrol,Automatic
3565,Honda Mobilio,Honda,2014,500000,70000,Petrol,Manual
3566,Hyundai Creta,Hyundai,2019,1200000,1200,Petrol,Manual
3567,Renault KWID,Renault,2016,300000,40000,Petrol,Manual
3568,Tata Manza,Tata,2011,180000,80000,Diesel,Manual
3569,Hyundai i10,Hyundai,2011,180000,134444,Petrol,Automatic
3570,Maruti Alto,Maruti,2009,78000,120000,Petrol,Manual
3571,Nissan Micra,Nissan,2011,160000,120000,Diesel,Manual
3572,Mahindra Scorpio,Mahindra,2014,600000,238000,Diesel,Manual
3573,Maruti Wagon,Maruti,2008,110000,100000,Petrol,Manual
3574,Mahindra Bolero,Mahindra,2011,450000,110000,Diesel,Manual
3575,Mahindra Scorpio,Mahindra,2019,1350000,35000,Diesel,Manual
3576,Honda City,Honda,2003,120000,165000,Petrol,Manual
3577,Honda BR-V,Honda,2018,1040000,42000,Diesel,Manual
3578,Hyundai Grand,Hyundai,2014,390000,70000,Diesel,Manual
3579,Tata Nano,Tata,2011,65000,60000,Petrol,Manual
3580,Volkswagen Polo,Volkswagen,2013,320000,115000,Diesel,Manual
3581,Volkswagen Ameo,Volkswagen,2017,720000,70000,Diesel,Manual
3582,Maruti Swift,Maruti,2007,220000,80000,Petrol,Manual
3583,Maruti Wagon,Maruti,2011,225000,65000,Petrol,Manual
3584,Tata Manza,Tata,2010,200000,150000,Diesel,Manual
3585,Toyota Etios,Toyota,2015,434999,75000,Diesel,Manual
3586,Ford Figo,Ford,2012,300000,63700,Diesel,Manual
